path,method,handler_file,auth_required,role_required,type
/expo,GET,client/src/components/layout/AppRoutes.tsx,False,,react
/expo-debug,GET,client/src/components/layout/AppRoutes.tsx,False,,react
/order,GET,client/src/components/layout/AppRoutes.tsx,False,,react
/order/:restaurantId,GET,client/src/components/layout/AppRoutes.tsx,False,,react
/checkout,GET,client/src/components/layout/AppRoutes.tsx,False,,react
/order-confirmation,GET,client/src/components/layout/AppRoutes.tsx,False,,react
/voice-test,GET,client/src/components/layout/AppRoutes.tsx,False,,react
/checkout,GET,client/src/modules/order-system/__tests__/checkout.e2e.test.tsx,False,,react
/order-confirmation,GET,client/src/modules/order-system/__tests__/checkout.e2e.test.tsx,False,,react
/checkout,GET,client/src/modules/order-system/__tests__/accessibility.test.tsx,False,,react
/order-confirmation,GET,client/src/modules/order-system/__tests__/accessibility.test.tsx,False,,react
/checkout,GET,client/src/modules/order-system/__tests__/accessibility.test.tsx,False,,react
/checkout,GET,client/src/modules/order-system/__tests__/accessibility.test.tsx,False,,react
